x1,y1,x2,y2,page,file
187.900623,634.7725686,403.9040599,434.1066538,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
53.667,259.3456607,143.5176969,269.3082607,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/O%E2%80%99Modhrain, 2011.pdf"
53.667,271.3007807,283.3746682,281.2633807,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/O%E2%80%99Modhrain, 2011.pdf"
124.3127929,283.2658633,290.9940647,293.2284633,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/O%E2%80%99Modhrain, 2011.pdf"
127.68,146.9967123,467.2752,157.7967123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,159.9567123,467.1612,170.7567123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,172.9167123,467.3364,183.7167123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,185.8767123,467.16,196.6767123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,199.0767123,467.3976,209.8767123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,212.0367123,467.0952,222.8367123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,224.9967123,467.1564,235.7967123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
127.68,237.9567123,467.4024,248.7567123,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
120.9988,388.655914,385.1068,400.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,400.655914,509.08,412.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,412.655914,509.1556,424.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,424.655914,509.0824,436.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,436.655914,509.0512,448.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,448.655914,509.08,460.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,460.655914,509.0464,472.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,472.655914,509.1004,484.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,484.655914,509.1424,496.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,496.655914,509.1028,508.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,508.655914,509.0872,520.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,520.655914,509.1148,532.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
31.1808,349.0480941,120.0018,359.0480941,7,"/Users/fcac/Dropbox/Mendeley Organized Folder/Jord%C3%A0, 2004(3).pdf"
31.1808,361.0480941,273.5418,371.0480941,7,"/Users/fcac/Dropbox/Mendeley Organized Folder/Jord%C3%A0, 2004(3).pdf"
31.1808,373.0480941,273.5418,383.0480941,7,"/Users/fcac/Dropbox/Mendeley Organized Folder/Jord%C3%A0, 2004(3).pdf"
31.1808,385.0480941,273.5368,395.0480941,7,"/Users/fcac/Dropbox/Mendeley Organized Folder/Jord%C3%A0, 2004(3).pdf"
198.0868,397.0480941,273.5478,407.0480941,7,"/Users/fcac/Dropbox/Mendeley Organized Folder/Jord%C3%A0, 2004(3).pdf"
121,251.655914,189.5296,263.655914,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
160.1632,263.655914,509.1256,275.655914,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
229.2,312.3567123,346.8,323.1567123,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Nagai, Taura, 2006.pdf"
120.9988,544.655914,391.024,556.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,556.655914,509.0776,568.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,568.655914,509.1124,580.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,580.655914,509.0692,592.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,592.655914,509.0572,604.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,604.655914,509.0452,616.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,616.655914,509.1448,628.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,628.655914,509.0968,640.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,640.655914,509.086,652.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,652.655914,509.0884,664.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,664.655914,509.0488,676.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,676.655914,509.0992,688.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,688.655914,509.0992,700.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,700.655914,509.0236,712.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,712.655914,509.0992,724.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,724.655914,509.0212,736.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
120.9988,736.655914,509.0908,748.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
121,748.6327273,509.0824,760.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
121,760.655914,509.056,772.655914,8,"/Users/fcac/Dropbox/Mendeley Organized Folder/Beaudouin-lafon, Mackay, 2000(2).pdf"
99.863,389.2247577,467.6998244,437.0454577,175,"/Users/fcac/Dropbox/Mendeley Organized Folder/Aceituno, 2015.pdf"
121.096,434.4067577,445.8463737,482.2274577,175,"/Users/fcac/Dropbox/Mendeley Organized Folder/Aceituno, 2015.pdf"
187.226,479.5897577,379.0826484,527.4104577,175,"/Users/fcac/Dropbox/Mendeley Organized Folder/Aceituno, 2015.pdf"
303.5083944,221.4613194,427.6226268,231.4263194,13,"/Users/fcac/Dropbox/Mendeley Organized Folder/Levitin, McAdams, Adams, 2002.pdf"
303.5083944,233.1014359,530.2412208,243.0664359,13,"/Users/fcac/Dropbox/Mendeley Organized Folder/Levitin, McAdams, Adams, 2002.pdf"
303.5083944,244.7415524,530.260122,254.7065524,13,"/Users/fcac/Dropbox/Mendeley Organized Folder/Levitin, McAdams, Adams, 2002.pdf"
303.5083944,256.3816689,530.3436852,266.3466689,13,"/Users/fcac/Dropbox/Mendeley Organized Folder/Levitin, McAdams, Adams, 2002.pdf"
53.97048,393.2403736,181.78224,403.1148934,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
232.32048,404.7630136,291.82296,414.6375334,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,588.8792536,286.73568,598.7537734,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
320.1599,525.9599734,530.31278,535.7999734,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
320.1599,541.3937734,517.78646,551.2337734,2,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
320.1599,153.9992536,544.8071,163.8737734,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,235.8348934,281.48112,245.6748934,2,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,184.4686936,171.28296,194.3432134,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
228.13848,195.9913336,291.87216,205.8658534,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
53.99016,509.6854534,247.83816,519.5254534,2,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,328.2392536,264.44808,338.1137734,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,339.5386534,203.64672,349.3786534,2,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,230.5592536,223.84824,240.4337734,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
54,496.6981336,270.8244,506.5726534,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
134.28456,328.2392536,141.97944,338.1137734,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
320.1599,429.2399734,527.0459,439.0799734,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Cook, 2009.pdf"
113.386,304.5656344,310.065,315.6269309,113,"/Users/fcac/Dropbox/Mendeley Organized Folder/Xamb%C3%B3, 2015.pdf"
113.386,325.0418309,482.5281258,335.9509309,113,"/Users/fcac/Dropbox/Mendeley Organized Folder/Xamb%C3%B3, 2015.pdf"
113.386,112.4098309,357.0080212,123.3189309,113,"/Users/fcac/Dropbox/Mendeley Organized Folder/Xamb%C3%B3, 2015.pdf"
152.5605781,132.7338309,482.5281258,143.6429309,113,"/Users/fcac/Dropbox/Mendeley Organized Folder/Xamb%C3%B3, 2015.pdf"
173.1606,384.0643,500.8288,397.0908,19,"/Users/fcac/Dropbox/Mendeley Organized Folder/Malloch, 2013.pdf"
210.50031,334.6021498,293.927832,344.6221498,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Hartmann et al., 2005.pdf"
54.00294,322.8987898,293.943864,332.9187898,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Hartmann et al., 2005.pdf"
54.00294,311.1954298,294.020016,321.2154298,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Hartmann et al., 2005.pdf"
54.00294,299.4920698,293.939856,309.5120698,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Hartmann et al., 2005.pdf"
54.00294,287.7887098,212.547672,297.8390498,1,"/Users/fcac/Dropbox/Mendeley Organized Folder/Hartmann et al., 2005.pdf"
262.446,452.5612195,524.5272,464.5612195,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Ritchey, 1998.pdf"
70.56,438.4012195,158.16,450.4012195,3,"/Users/fcac/Dropbox/Mendeley Organized Folder/Ritchey, 1998.pdf"
431.7,441.8691729,537.982,452.8691729,23,"/Users/fcac/Dropbox/Mendeley Organized Folder/Brazileiro, 2013.pdf"
234.1,529.0691729,537.051,540.0691729,23,"/Users/fcac/Dropbox/Mendeley Organized Folder/Brazileiro, 2013.pdf"
234.1,510.0691729,537.359,521.0691729,23,"/Users/fcac/Dropbox/Mendeley Organized Folder/Brazileiro, 2013.pdf"
234.1,491.1691729,537.029,502.1691729,23,"/Users/fcac/Dropbox/Mendeley Organized Folder/Brazileiro, 2013.pdf"
234.1,472.1691729,314.554,483.1691729,23,"/Users/fcac/Dropbox/Mendeley Organized Folder/Brazileiro, 2013.pdf"
183.1236,437.2012195,524.502,449.2012195,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Ritchey, 1998.pdf"
70.56,423.0412195,431.406,435.0412195,4,"/Users/fcac/Dropbox/Mendeley Organized Folder/Ritchey, 1998.pdf"
490.8847,608.1939,490.8847,608.1939,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.21856,592.763,277.5601,604.7061,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
489.9326,620.1489,489.9326,620.1489,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
490.8847,608.1939,490.8847,608.1939,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.26838,605.256,494.9828,616.1231,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
489.9326,620.1489,489.9326,620.1489,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
429.9718,617.2109,495.0306,628.0781,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
124.6536,561.179,355.6643,572.0461,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
465.3831,511.8279,465.3831,511.8279,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
350.6467,564.1169,350.6467,564.1169,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
473.1689,531.995,473.1689,531.995,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.45154,531.0135,139.9474,540.2805,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
431.3448,596.239,431.3448,596.239,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
280.8577,592.763,433.9749,604.7061,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
124.9724,496.9339,256.0343,507.8011,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
139.2584,528.519,475.8288,540.4622,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
126.3273,573.134,470.2301,584.0011,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.34707,541.0009,495.0914,551.8801,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
473.1689,531.995,473.1689,531.995,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
466.3052,576.0719,466.3052,576.0719,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
126.3273,508.8899,470.4912,519.7571,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
137.419,535.6099,137.419,535.6099,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
137.419,535.6099,137.419,535.6099,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
491.9223,543.9499,491.9223,543.9499,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
491.9223,543.9499,491.9223,543.9499,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
350.6467,564.1169,350.6467,564.1169,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
465.3831,511.8279,465.3831,511.8279,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
466.3052,576.0719,466.3052,576.0719,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
431.3448,596.239,431.3448,596.239,17,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.17868,198.5272,149.964,210.4703,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
490.9084,225.9131,490.9084,225.9131,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
489.6807,213.9581,489.6807,213.9581,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
490.9275,237.8681,490.9275,237.8681,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
490.9275,237.8681,490.9275,237.8681,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
490.9084,225.9131,490.9084,225.9131,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.26735,222.9642,495.0494,233.8433,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
99.17868,210.4821,495.2388,222.4253,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
489.6807,213.9581,489.6807,213.9581,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
472.4185,234.9192,494.7527,245.7983,16,"/Users/fcac/Dropbox/Mendeley Organized Folder/Gelineck, 2012.pdf"
